<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
25.12.2020,16:44:00,113726,115160,107909,113292,98
25.12.2020,16:45:00,110007,115286,108011,112684,86
25.12.2020,16:46:00,111299,115219,108080,114647,16
25.12.2020,16:47:00,108599,115182,107933,107982,89
25.12.2020,16:48:00,112325,115298,107984,108648,25
25.12.2020,16:49:00,113586,114897,107911,111916,6
25.12.2020,16:50:00,108473,115214,107993,108630,7
25.12.2020,16:51:00,111786,115219,107957,109498,77
25.12.2020,16:52:00,114857,115217,107934,114890,30
25.12.2020,16:53:00,109318,115052,108107,114426,21
25.12.2020,16:54:00,109395,115007,107974,111484,44
25.12.2020,16:55:00,111422,115283,108084,114518,23
25.12.2020,16:56:00,110871,115033,108051,113448,94
25.12.2020,16:57:00,112880,115258,108897,109000,2
25.12.2020,16:58:00,113763,114972,108203,109572,10
25.12.2020,16:59:00,112892,115165,107912,114342,6
25.12.2020,17:00:00,111618,115116,108066,113774,46
25.12.2020,17:01:00,114740,115150,108137,111895,76
25.12.2020,17:02:00,112928,115274,107940,109728,78
25.12.2020,17:03:00,113189,115195,107931,112039,25
25.12.2020,17:04:00,113976,115295,107929,108377,43
25.12.2020,17:05:00,113431,115287,107905,112910,43
25.12.2020,17:06:00,108883,115074,107939,114464,55
25.12.2020,17:07:00,109777,115213,107942,111618,88
25.12.2020,17:08:00,110341,115209,108008,109045,63
25.12.2020,17:09:00,115281,115296,108072,110709,41
25.12.2020,17:10:00,110707,115001,108014,114267,15
25.12.2020,17:11:00,113235,115225,107976,112468,84
25.12.2020,17:12:00,113815,115279,108236,109901,74
25.12.2020,17:13:00,108651,115139,107938,113315,30
25.12.2020,17:14:00,108776,115276,107913,112140,81
25.12.2020,17:15:00,111471,115266,108031,112616,43
25.12.2020,17:16:00,111561,115298,107927,112842,8
25.12.2020,17:17:00,108698,115111,108393,110162,23
25.12.2020,17:18:00,114346,115264,108062,112491,38
25.12.2020,17:19:00,111146,115202,108096,113951,18
25.12.2020,17:20:00,111252,114994,107939,109473,45
25.12.2020,17:21:00,111948,115291,107915,111705,47
25.12.2020,17:22:00,111241,115208,107950,115140,21
25.12.2020,17:23:00,108261,115194,107976,112780,96
25.12.2020,17:24:00,113344,115153,108120,113305,48
25.12.2020,17:25:00,113906,115227,107927,111496,6
25.12.2020,17:27:00,111210,115283,107936,113504,67
25.12.2020,17:28:00,109646,115132,108019,109726,13
25.12.2020,17:29:00,109006,115151,108094,110637,29
25.12.2020,17:30:00,114331,115264,107981,114113,94
25.12.2020,17:31:00,112544,114812,108046,110422,32
25.12.2020,17:32:00,112955,115230,108012,114018,71
25.12.2020,17:33:00,112951,115246,107907,111603,59
25.12.2020,17:34:00,112133,115192,108307,110784,37
25.12.2020,17:35:00,109090,115228,108113,110377,21
25.12.2020,17:36:00,108422,115206,107907,112806,87
25.12.2020,17:37:00,112413,114951,107907,114294,74
25.12.2020,17:38:00,111196,114938,107997,108721,37
25.12.2020,17:39:00,108447,115161,108258,112474,19
25.12.2020,17:40:00,114911,115102,108212,111863,52
25.12.2020,17:41:00,113248,115157,108023,114225,33
25.12.2020,17:42:00,109068,115289,107987,113539,27
25.12.2020,17:43:00,109498,115274,108162,113992,55
25.12.2020,17:44:00,112693,115155,107966,113219,94
25.12.2020,17:45:00,112748,115288,108008,108977,86
25.12.2020,17:46:00,112629,115165,107934,114292,78
25.12.2020,17:47:00,113162,115246,108099,112176,21
25.12.2020,17:49:00,115237,115296,108009,111821,68
25.12.2020,17:50:00,112292,115240,107914,111846,20
25.12.2020,17:51:00,113729,115226,108041,111743,54
25.12.2020,17:52:00,111118,115253,108024,110452,98
25.12.2020,17:53:00,112743,115051,107915,114478,95
25.12.2020,17:54:00,111473,115118,108028,114585,82
25.12.2020,17:55:00,109997,115162,107962,111214,68
25.12.2020,17:56:00,114464,115281,107913,109233,45
25.12.2020,17:57:00,108732,115046,107975,109960,58
25.12.2020,17:58:00,113941,114906,107966,114524,37
25.12.2020,18:00:00,112886,115268,107945,108132,72
25.12.2020,18:01:00,109555,115231,108293,110011,59
25.12.2020,18:02:00,109670,115289,108101,109334,13
25.12.2020,18:03:00,109146,115129,108124,109166,87
25.12.2020,18:04:00,112015,115142,107911,109092,86
25.12.2020,18:05:00,113981,115267,108278,109601,39
25.12.2020,18:06:00,110303,114848,107939,110398,58
25.12.2020,18:07:00,114897,115270,108001,109939,73
25.12.2020,18:08:00,113871,115296,107972,110275,83
25.12.2020,18:09:00,108439,115293,108079,112972,75
25.12.2020,18:10:00,113125,114535,107921,108951,8
25.12.2020,18:11:00,113957,114912,107930,109389,46
25.12.2020,18:12:00,114302,115284,108015,110895,98
25.12.2020,18:13:00,109039,115251,108002,115000,94
25.12.2020,18:14:00,109202,115228,107969,112010,10
25.12.2020,18:15:00,114949,114949,107931,108039,67
25.12.2020,18:16:00,114792,115289,108015,114083,28
25.12.2020,18:17:00,113758,115237,107923,115172,90
25.12.2020,18:18:00,109891,115231,108110,112010,45
25.12.2020,18:19:00,114674,115298,107916,111595,38
25.12.2020,18:20:00,109839,115074,108025,111357,64
25.12.2020,18:21:00,113962,115008,108380,114294,24
25.12.2020,18:22:00,115280,115280,108018,108750,35
25.12.2020,18:23:00,112828,114792,107995,114315,19
25.12.2020,18:24:00,109663,115240,108035,109849,49
25.12.2020,18:25:00,110278,115164,108224,110558,76
25.12.2020,18:26:00,111957,115282,107927,114412,35
25.12.2020,18:27:00,111620,115282,107976,113176,6
25.12.2020,18:28:00,113849,115281,107906,110600,1
25.12.2020,18:29:00,113146,114851,108017,108667,69
25.12.2020,18:30:00,108121,115058,107923,108627,10
25.12.2020,18:31:00,113278,115252,108001,113679,68
25.12.2020,18:33:00,108885,115164,108086,108852,21
25.12.2020,18:34:00,110319,115247,107959,115004,32
25.12.2020,18:35:00,109606,115133,107960,110111,89
25.12.2020,18:36:00,111840,115273,107917,114326,68
25.12.2020,18:37:00,111249,114945,108095,112677,69
25.12.2020,18:38:00,113169,115137,108171,112955,23
25.12.2020,18:39:00,112298,115043,108046,111854,94
25.12.2020,18:40:00,108982,115235,108294,110249,58
25.12.2020,18:41:00,112097,115205,108047,109944,60
25.12.2020,18:42:00,113220,115290,107908,109012,55
25.12.2020,18:43:00,109066,114969,107925,111714,26
25.12.2020,18:44:00,113198,115243,108167,108757,36
25.12.2020,18:45:00,108346,115171,107989,109533,34
25.12.2020,18:46:00,114388,115258,108317,113696,38
25.12.2020,18:47:00,114002,115255,107922,109321,21
25.12.2020,18:48:00,113978,115268,107949,110737,41
25.12.2020,18:49:00,111643,115263,108211,114562,24
25.12.2020,18:50:00,110628,115265,108008,110584,28
25.12.2020,18:51:00,114059,114808,108014,112800,11
25.12.2020,18:52:00,114314,115221,107964,109092,54
25.12.2020,18:53:00,112799,115143,108051,112759,86
25.12.2020,18:54:00,110984,115186,108061,113575,28
25.12.2020,18:55:00,112113,115102,108016,111922,61
25.12.2020,18:56:00,108358,115292,108114,108957,3
25.12.2020,18:57:00,109690,115297,108091,115297,53
25.12.2020,18:58:00,109415,115172,107915,108424,80
25.12.2020,18:59:00,109207,115116,107969,111678,58
25.12.2020,19:00:00,114869,115284,107958,110719,62
25.12.2020,19:01:00,112790,115257,107993,110644,45
25.12.2020,19:02:00,112975,115036,108014,114892,22
25.12.2020,19:03:00,108015,115251,107933,114750,69
25.12.2020,19:04:00,114459,115288,108199,111491,72
25.12.2020,19:05:00,111883,115265,107901,114015,57
25.12.2020,19:06:00,111830,115065,107957,109602,36
25.12.2020,19:07:00,109016,115298,107919,111782,29
25.12.2020,19:08:00,109920,115262,107965,111983,10
25.12.2020,19:09:00,115182,115203,107994,112455,77
25.12.2020,19:10:00,111401,115280,107931,114969,4
25.12.2020,19:11:00,114109,114793,107962,108023,12
25.12.2020,19:12:00,112213,115299,108383,108811,61
25.12.2020,19:13:00,111788,115267,108067,110729,95
25.12.2020,19:14:00,111462,115073,108225,113869,90
25.12.2020,19:15:00,108368,115292,107994,111992,41
25.12.2020,19:16:00,110333,114808,108032,111105,88
25.12.2020,19:17:00,112272,115291,107916,114905,71
25.12.2020,19:18:00,115239,115287,108009,110493,95
25.12.2020,19:19:00,109449,115121,107946,110776,1
25.12.2020,19:20:00,112535,115115,108062,112259,81
25.12.2020,19:21:00,111817,115098,108256,112263,74
25.12.2020,19:22:00,111144,115201,108069,108609,91
25.12.2020,19:23:00,112258,115185,107977,114280,5
25.12.2020,19:24:00,111351,115285,107969,108010,40
25.12.2020,19:25:00,109778,115287,107958,110525,81
25.12.2020,19:26:00,111288,115276,107978,109886,47
25.12.2020,19:27:00,108616,115286,108262,109780,91
25.12.2020,19:28:00,108892,115292,108017,115224,18
25.12.2020,19:29:00,110610,114985,108029,114985,78
25.12.2020,19:30:00,114643,115248,107946,114464,71
25.12.2020,19:31:00,109180,115152,107910,110326,63
25.12.2020,19:32:00,107985,114702,107903,109494,96
25.12.2020,19:33:00,112726,115261,107970,113098,43
25.12.2020,19:34:00,113280,114702,107935,113051,64
25.12.2020,19:35:00,113606,115162,108004,114231,30
25.12.2020,19:36:00,112401,115245,107910,109480,23
25.12.2020,19:37:00,108623,115272,107979,108592,68
25.12.2020,19:38:00,114049,114814,108027,110598,33
25.12.2020,19:39:00,109151,115241,107910,108215,41
25.12.2020,19:40:00,111086,115266,107905,109838,25
25.12.2020,19:41:00,113778,115255,108330,113143,31
25.12.2020,19:42:00,113831,115176,108043,112893,55
25.12.2020,19:43:00,108857,115247,107915,107953,22
25.12.2020,19:44:00,111551,114859,108047,111227,63
25.12.2020,19:45:00,110647,115241,107983,108588,63
25.12.2020,19:46:00,111967,115262,108050,115144,71
25.12.2020,19:47:00,110566,115218,107939,113743,11
25.12.2020,19:48:00,111504,115270,107968,112376,12
25.12.2020,19:49:00,110902,115143,107914,114236,63
25.12.2020,19:50:00,114352,115009,108031,114417,2
25.12.2020,19:51:00,110903,115209,107919,114002,13
25.12.2020,19:52:00,112947,115250,108104,114554,46
25.12.2020,19:53:00,114447,115213,108015,112149,54
25.12.2020,19:54:00,110667,115238,108037,110308,96
25.12.2020,19:55:00,113553,115249,108056,114678,35
25.12.2020,19:56:00,110640,115123,108028,113856,27
25.12.2020,19:57:00,113855,115298,108213,108721,24
25.12.2020,19:58:00,110343,114998,108025,110002,34
25.12.2020,19:59:00,113287,115023,108025,114749,8
25.12.2020,20:00:00,112116,115245,107928,114093,97
28.12.2020,10:00:00,113486,115269,108033,110535,16
28.12.2020,10:01:00,111038,115264,107974,108875,28
28.12.2020,10:02:00,113014,115291,108046,114656,51
28.12.2020,10:03:00,111819,115194,108435,112890,31
28.12.2020,10:04:00,109042,115266,107900,112298,1
28.12.2020,10:05:00,114385,115183,107940,112783,70
28.12.2020,10:06:00,110526,115188,107926,111971,60
28.12.2020,10:07:00,108472,115164,108127,112345,70
28.12.2020,10:08:00,109041,115152,107972,114868,11
28.12.2020,10:09:00,114001,115156,107936,112179,53
28.12.2020,10:10:00,110798,115264,108096,113507,59
28.12.2020,10:11:00,114440,115044,107901,113903,77
28.12.2020,10:12:00,110411,115287,108254,109575,48
28.12.2020,10:13:00,109376,115054,108103,111456,14
28.12.2020,10:14:00,112398,115239,107945,109274,71
28.12.2020,10:15:00,113775,114746,108053,113086,79
28.12.2020,10:16:00,109224,114819,107948,108075,50
28.12.2020,10:17:00,113703,115269,107957,108521,23
28.12.2020,10:18:00,114579,115255,107919,114516,48
28.12.2020,10:19:00,108003,115255,107935,110684,82
28.12.2020,10:20:00,110474,115235,107950,111731,67
28.12.2020,10:21:00,113982,115294,108024,108704,74
28.12.2020,10:22:00,112700,115114,107978,113412,70
28.12.2020,10:23:00,114374,115183,108351,109159,61
28.12.2020,10:24:00,111962,115184,108308,114924,49
28.12.2020,10:25:00,115124,115127,107970,110275,32
28.12.2020,10:26:00,113612,115291,107956,114578,94
28.12.2020,10:27:00,113855,115193,107933,114745,13
28.12.2020,10:28:00,113212,115196,108003,108003,32
28.12.2020,10:29:00,114194,115210,108022,111654,67
28.12.2020,10:30:00,113951,115282,108247,109952,67
28.12.2020,10:31:00,111965,115262,107980,107989,94
28.12.2020,10:32:00,111528,115226,108023,109427,63
28.12.2020,10:33:00,109739,115260,108082,111950,32
28.12.2020,10:34:00,109100,115245,108087,113226,89
28.12.2020,10:35:00,108099,115223,108091,113546,29
28.12.2020,10:36:00,111182,115265,108055,108959,80
28.12.2020,10:37:00,109951,115235,107951,114903,13
28.12.2020,10:38:00,107985,115223,107982,109402,56
28.12.2020,10:39:00,110534,115132,107955,109084,59
28.12.2020,10:40:00,107946,115133,107946,114303,22
28.12.2020,10:41:00,111003,115274,107983,110801,70
28.12.2020,10:42:00,110078,115186,107939,112352,21
28.12.2020,10:43:00,112645,114851,107936,111033,25
28.12.2020,10:44:00,112211,115283,107915,112575,98
28.12.2020,10:45:00,108389,115297,108207,113506,35
28.12.2020,10:46:00,114013,115246,108106,111605,5
28.12.2020,10:47:00,112228,115270,107987,111197,80
28.12.2020,10:48:00,111820,115196,107919,111591,49
28.12.2020,10:49:00,108465,115130,108099,110907,48
28.12.2020,10:50:00,113452,115242,108156,114073,60
28.12.2020,10:51:00,114199,115225,108049,110781,31
28.12.2020,10:52:00,109374,115164,107997,111309,60
28.12.2020,10:53:00,109804,115297,108066,113420,9
28.12.2020,10:55:00,108803,115193,108117,109132,90
28.12.2020,10:56:00,113865,114896,107965,111134,47
28.12.2020,10:57:00,115221,115221,108187,113346,29
28.12.2020,10:58:00,109867,115137,107966,113851,86
28.12.2020,10:59:00,114773,115260,107942,113442,44
28.12.2020,11:00:00,115133,115242,108069,110996,65
28.12.2020,11:01:00,109007,115270,107917,111834,47
28.12.2020,11:02:00,108974,115008,107921,112522,70
28.12.2020,11:03:00,110114,115146,108056,110987,60
28.12.2020,11:04:00,112713,115234,107936,112227,95
28.12.2020,11:05:00,110139,115189,108002,108647,31
28.12.2020,11:06:00,112014,115218,107911,109350,51
28.12.2020,11:07:00,109281,115264,108289,109577,21
28.12.2020,11:08:00,114049,115273,107968,111865,43
28.12.2020,11:09:00,109935,115051,107901,109958,54
28.12.2020,11:10:00,113290,115158,108144,111174,53
28.12.2020,11:11:00,109183,115275,107939,110240,30
28.12.2020,11:12:00,108276,115241,108029,113574,77
28.12.2020,11:13:00,112113,115280,107904,109793,40
28.12.2020,11:14:00,113001,115213,107967,110287,47
28.12.2020,11:15:00,113712,115295,108021,114716,29
28.12.2020,11:16:00,108760,115203,107933,110374,29
28.12.2020,11:17:00,109709,115099,108032,109090,75
28.12.2020,11:18:00,108495,115278,107917,108089,98
28.12.2020,11:19:00,109078,115297,108000,115038,60
28.12.2020,11:20:00,112551,115093,108254,109162,86
28.12.2020,11:21:00,108940,115211,107913,113943,26
28.12.2020,11:22:00,113449,115040,107921,113304,34
28.12.2020,11:23:00,113324,115280,107926,109750,13
28.12.2020,11:24:00,110193,115174,107966,109032,55
28.12.2020,11:25:00,111824,115298,107923,113138,55
28.12.2020,11:26:00,114562,115290,108078,108962,47
28.12.2020,11:27:00,114160,115150,107907,109558,86
28.12.2020,11:28:00,108118,115153,107954,114828,51
28.12.2020,11:29:00,110075,115247,108033,108468,34
28.12.2020,11:30:00,111354,115233,107999,114446,5
28.12.2020,11:31:00,114273,114680,108045,113038,37
28.12.2020,11:32:00,108169,115235,107962,109390,70
28.12.2020,11:33:00,113348,115263,107929,112374,20
28.12.2020,11:34:00,108009,115099,107911,112718,92
28.12.2020,11:35:00,109090,115126,107946,113103,93
28.12.2020,11:36:00,110293,115249,108107,108920,18
28.12.2020,11:37:00,111947,115253,108020,108020,24
28.12.2020,11:38:00,111637,115270,108191,109763,42
28.12.2020,11:40:00,114955,115239,107946,109344,82
28.12.2020,11:41:00,109760,115119,107913,112029,16
28.12.2020,11:42:00,110999,115191,107988,110638,34
28.12.2020,11:43:00,111820,115094,108025,111843,44
28.12.2020,11:44:00,113449,115107,108055,113532,22
28.12.2020,11:45:00,112949,114800,108157,109788,15
28.12.2020,11:46:00,108881,115270,107984,111211,68
28.12.2020,11:47:00,110513,115244,107988,111162,10
28.12.2020,11:48:00,109258,115276,107988,108902,17
28.12.2020,11:49:00,107933,115281,107933,108640,49
28.12.2020,11:50:00,115245,115245,107909,112702,64
28.12.2020,11:51:00,112715,115095,107991,114840,11
28.12.2020,11:52:00,108284,115032,107971,113400,78
28.12.2020,11:53:00,108019,115251,108019,111557,33
28.12.2020,11:54:00,109134,115240,108149,109018,90
28.12.2020,11:55:00,112782,115138,107930,113766,65
28.12.2020,11:56:00,109808,115282,108039,111621,20
28.12.2020,11:57:00,108114,115256,108043,108330,84
28.12.2020,11:58:00,111728,115263,108080,109488,69
28.12.2020,11:59:00,114097,114763,107958,112976,9
28.12.2020,12:00:00,112939,115003,107908,112529,15
28.12.2020,12:01:00,115139,115277,107962,108740,32
28.12.2020,12:02:00,111335,115095,107924,112710,21
28.12.2020,12:03:00,108052,115276,108029,108758,93
28.12.2020,12:04:00,109498,115262,108079,111438,90
28.12.2020,12:05:00,111939,114851,107928,111870,84
28.12.2020,12:06:00,114453,115289,108050,112291,57
28.12.2020,12:07:00,109266,115271,108008,114622,22
28.12.2020,12:08:00,108234,115035,108001,112492,34
28.12.2020,12:09:00,113517,115262,108020,109578,26
28.12.2020,12:10:00,110520,115226,107957,112130,45
28.12.2020,12:11:00,110479,115098,107934,112800,89
28.12.2020,12:12:00,110717,115277,107956,111181,17
28.12.2020,12:13:00,113953,115197,107919,113237,8
28.12.2020,12:14:00,110487,115298,107917,110679,88
28.12.2020,12:15:00,115226,115226,107958,111313,54
28.12.2020,12:16:00,110494,115134,108142,110007,96
28.12.2020,12:17:00,109832,115104,107931,114393,93
28.12.2020,12:18:00,114051,115108,107930,110823,31
28.12.2020,12:19:00,112011,115228,108066,113171,28
28.12.2020,12:20:00,110716,115107,108119,113665,62
28.12.2020,12:21:00,112608,115179,108151,114891,60
28.12.2020,12:22:00,111222,115241,108111,114139,3
28.12.2020,12:23:00,114836,115071,108024,111223,95
28.12.2020,12:24:00,113148,115205,108276,110029,30
28.12.2020,12:25:00,111302,115016,107919,110831,86
28.12.2020,12:26:00,111902,115232,107980,107980,70
28.12.2020,12:27:00,114104,115191,107920,113665,12
28.12.2020,12:28:00,114418,114841,108010,111869,94
28.12.2020,12:29:00,112228,115261,107922,111528,87
28.12.2020,12:30:00,110876,115272,108028,115029,59
28.12.2020,12:31:00,110541,115107,108465,113066,90
28.12.2020,12:32:00,112901,115265,107951,110395,73
28.12.2020,12:33:00,115287,115287,107966,110812,77
28.12.2020,12:34:00,109239,115195,107996,107996,85
28.12.2020,12:35:00,108974,115282,107966,114046,64
28.12.2020,12:36:00,109264,115230,108043,108344,12
28.12.2020,12:37:00,109075,115285,108045,111072,46
28.12.2020,12:38:00,115295,115295,108012,114197,72
28.12.2020,12:39:00,112546,115047,108324,112218,8
28.12.2020,12:40:00,112055,114820,107964,113310,35
28.12.2020,12:41:00,111620,115180,107968,114283,54
28.12.2020,12:42:00,109488,115228,108012,111207,95
28.12.2020,12:43:00,111322,115269,108036,109237,77
28.12.2020,12:44:00,109347,115157,108187,110005,90
28.12.2020,12:45:00,115213,115297,107916,109467,5
28.12.2020,12:46:00,110765,115162,107950,109804,86
28.12.2020,12:47:00,111244,115020,107932,114903,43
28.12.2020,12:48:00,111177,115042,108069,113665,52
28.12.2020,12:49:00,115203,115206,108143,111571,92
28.12.2020,12:50:00,113511,115114,108257,115056,82
28.12.2020,12:51:00,112725,115169,108031,111133,14
28.12.2020,12:52:00,109466,115271,107985,114632,35
28.12.2020,12:53:00,111805,115233,107904,114608,28
28.12.2020,12:54:00,113186,115248,108092,113563,78
28.12.2020,12:55:00,111966,115111,108200,112087,33
28.12.2020,12:56:00,108781,115296,107907,109160,88
28.12.2020,12:57:00,114737,115299,107965,108707,85
28.12.2020,12:58:00,113660,115275,107931,112032,54
28.12.2020,12:59:00,108006,115293,108006,111870,76
28.12.2020,13:00:00,114645,115299,108039,109823,84
28.12.2020,13:01:00,113955,115140,108055,113305,80
28.12.2020,13:02:00,109187,115293,107962,110555,16
28.12.2020,13:03:00,111675,115176,108021,110060,40
28.12.2020,13:04:00,113902,115254,107940,109216,67
28.12.2020,13:05:00,112766,115285,107982,108270,11
28.12.2020,13:06:00,108662,115018,107979,112384,76
28.12.2020,13:07:00,108521,115242,107903,110052,43
28.12.2020,13:08:00,114350,115268,107996,114043,42
28.12.2020,13:09:00,113027,115190,108067,109870,96
28.12.2020,13:10:00,108007,115203,108007,112994,86
28.12.2020,13:11:00,109943,115120,107944,110559,66
28.12.2020,13:12:00,114068,115233,108049,115071,77
28.12.2020,13:13:00,111577,115104,108302,111269,20
28.12.2020,13:14:00,108781,115170,107976,110274,51
28.12.2020,13:15:00,115210,115284,107994,111286,78
28.12.2020,13:16:00,115181,115275,108199,111118,63
28.12.2020,13:17:00,109835,115104,108192,111760,43
28.12.2020,13:18:00,112469,115295,107902,110452,85
28.12.2020,13:20:00,114217,115278,108308,114756,56
28.12.2020,13:21:00,112854,115254,107998,112030,31
28.12.2020,13:22:00,111987,115216,107940,114547,35
28.12.2020,13:23:00,114414,115157,108216,110523,29
28.12.2020,13:24:00,111190,114969,107928,108551,9
28.12.2020,13:25:00,115280,115280,107924,111137,28
28.12.2020,13:26:00,111882,115077,107925,110940,23
28.12.2020,13:27:00,112633,115261,107981,110295,90
28.12.2020,13:28:00,112432,115042,107999,109938,12
28.12.2020,13:29:00,113778,115223,108020,115099,80
28.12.2020,13:30:00,114897,115264,108319,109771,28
28.12.2020,13:31:00,109293,115290,107931,115290,5
28.12.2020,13:32:00,108498,115266,107902,110964,96
28.12.2020,13:33:00,114375,114943,108369,114063,1
28.12.2020,13:34:00,114475,115225,108191,111379,1
28.12.2020,13:35:00,113618,115039,108125,110477,26
28.12.2020,13:36:00,114009,114953,108087,114311,89
28.12.2020,13:37:00,113545,114805,108135,110294,31
28.12.2020,13:38:00,113650,115227,108012,108012,73
28.12.2020,13:39:00,113150,115099,108343,110983,79
28.12.2020,13:40:00,113795,115133,107943,114148,80
28.12.2020,13:41:00,110211,115241,107912,113882,69
28.12.2020,13:42:00,112114,115227,108027,108188,85
28.12.2020,13:43:00,109063,115265,108011,111890,84
28.12.2020,13:44:00,114756,115228,108133,110739,81
28.12.2020,13:45:00,108455,115298,108074,113041,64
28.12.2020,13:46:00,109476,115162,108052,114640,55
28.12.2020,13:47:00,112771,115187,108169,108169,32
28.12.2020,13:48:00,109141,115223,107926,113067,48
28.12.2020,13:49:00,114366,115128,107947,114011,38
28.12.2020,13:50:00,111447,115043,108029,111800,1
28.12.2020,13:51:00,109674,114751,108114,113564,2
28.12.2020,13:52:00,112046,115136,107906,111787,1
28.12.2020,13:53:00,114463,115218,108377,110762,59
28.12.2020,13:54:00,115211,115211,108265,112687,48
28.12.2020,13:55:00,110318,115251,107912,111931,44
28.12.2020,13:56:00,110186,115114,108250,108289,16
28.12.2020,13:57:00,108499,115281,107951,108890,6
28.12.2020,13:58:00,108299,114803,107955,108302,83
28.12.2020,13:59:00,108649,115252,107985,111283,31
28.12.2020,14:00:00,114469,114825,108025,108318,50
28.12.2020,14:01:00,109098,115239,108095,114745,48
28.12.2020,14:02:00,114242,115276,107918,109833,41
28.12.2020,14:03:00,114061,115182,107973,109002,15
28.12.2020,14:04:00,112994,114888,107999,113168,6
28.12.2020,14:05:00,113001,115275,107982,109738,78
28.12.2020,14:06:00,108618,115281,107912,113020,78
28.12.2020,14:07:00,115156,115156,108054,112610,18
28.12.2020,14:08:00,110593,115162,107924,113849,10
28.12.2020,14:09:00,111027,115195,108160,113254,19
28.12.2020,14:10:00,109045,115240,107907,107907,53
28.12.2020,14:11:00,112906,115070,107916,113095,65
28.12.2020,14:12:00,111212,115136,108017,108144,51
28.12.2020,14:13:00,113485,114804,108950,110986,80
28.12.2020,14:14:00,112873,115265,108014,114374,95
28.12.2020,14:15:00,108832,115294,108277,114952,32
28.12.2020,14:16:00,110152,115168,107928,114368,83
28.12.2020,14:17:00,113992,115217,107939,114549,32
28.12.2020,14:18:00,108723,114848,108089,109276,61
28.12.2020,14:19:00,111483,115277,107956,110851,93
28.12.2020,14:20:00,111196,114980,107905,111599,28
28.12.2020,14:21:00,113987,115240,108003,111058,29
28.12.2020,14:22:00,114022,115112,108000,109017,3
28.12.2020,14:23:00,114473,114999,108004,110003,21
28.12.2020,14:24:00,111633,115276,108141,112448,86
28.12.2020,14:25:00,109416,115266,107998,110026,57
28.12.2020,14:26:00,115203,115266,107935,111444,33
28.12.2020,14:27:00,109289,115292,108252,110595,23
28.12.2020,14:28:00,110021,115006,107980,108530,36
28.12.2020,14:29:00,110961,114966,107941,108683,56
28.12.2020,14:30:00,113228,115261,107901,112189,63
28.12.2020,14:31:00,111917,115053,107940,112108,75
28.12.2020,14:32:00,108670,115248,108125,112434,37
28.12.2020,14:33:00,115162,115162,107960,108811,54
28.12.2020,14:34:00,110757,115083,107922,114533,4
28.12.2020,14:35:00,112886,115236,108191,108685,75
28.12.2020,14:36:00,112314,115263,108021,109592,24
28.12.2020,14:37:00,112815,115094,108068,114051,50
28.12.2020,14:38:00,108346,115106,107975,115080,69
28.12.2020,14:39:00,112308,115202,107965,108590,2
28.12.2020,14:40:00,111258,115296,108195,109851,33
28.12.2020,14:41:00,115072,115255,107907,112574,26
28.12.2020,14:42:00,112867,115291,107950,113781,61
28.12.2020,14:43:00,109930,115248,108219,108243,35
28.12.2020,14:44:00,110531,115110,108076,108577,96
28.12.2020,14:45:00,112504,115205,108008,111236,87
28.12.2020,14:46:00,111831,115089,107911,110963,75
28.12.2020,14:47:00,108935,115198,108155,109682,64
28.12.2020,14:48:00,111856,115201,108013,113331,91
28.12.2020,14:49:00,112662,115288,107952,115193,5
28.12.2020,14:50:00,110061,115262,107909,111832,28
28.12.2020,14:51:00,113551,115173,108050,115045,84
28.12.2020,14:52:00,109516,115284,108046,114983,61
28.12.2020,14:53:00,108227,115244,107975,113436,5
28.12.2020,14:54:00,113902,115298,108083,110161,85
28.12.2020,14:55:00,109502,115249,107981,112738,37
28.12.2020,14:56:00,107957,115140,107957,108147,49
28.12.2020,14:57:00,108325,114843,108325,114340,73
28.12.2020,14:58:00,108470,115254,107906,108590,85
28.12.2020,14:59:00,113243,115081,107914,108616,32
28.12.2020,15:00:00,114881,115186,107904,108728,31
28.12.2020,15:01:00,109504,115131,108149,114405,62
28.12.2020,15:02:00,111247,115244,107994,112550,54
28.12.2020,15:03:00,114801,115017,107936,110547,85
28.12.2020,15:04:00,110629,115294,108257,113974,6
28.12.2020,15:05:00,112775,115203,107901,112789,24
28.12.2020,15:06:00,111836,115267,107915,108497,77
28.12.2020,15:07:00,109897,115030,108055,113890,27
28.12.2020,15:08:00,111606,115293,107902,115293,17
28.12.2020,15:09:00,112839,115266,108023,109736,45
28.12.2020,15:10:00,113141,115289,108101,108494,75
28.12.2020,15:11:00,108515,115273,108112,110615,78
28.12.2020,15:12:00,110749,115271,108139,114566,90
28.12.2020,15:13:00,111206,115245,107907,108972,27
28.12.2020,15:14:00,109095,115017,108029,111738,22
28.12.2020,15:15:00,109582,115214,108182,115214,15
28.12.2020,15:16:00,112481,115036,108209,110610,46
28.12.2020,15:17:00,112252,114600,107988,111268,47
28.12.2020,15:18:00,112636,115210,108003,109602,55
28.12.2020,15:19:00,108155,115211,108060,108982,71
28.12.2020,15:20:00,114742,115161,107902,110101,42
28.12.2020,15:21:00,109707,115287,108370,111923,28
28.12.2020,15:22:00,113141,115268,108086,114326,31
28.12.2020,15:23:00,111634,115265,107936,112233,91
28.12.2020,15:24:00,113833,115156,108201,110456,14
28.12.2020,15:25:00,111033,115256,107915,109555,68
